Category,Resource,State,Year,Month,Value(thousand Mcf),state_year_month
Total consumption , natural gas , Alaska ,2001,5,2254.978, Alaska 20015
Total consumption , natural gas , Alaska ,2001,4,2432.004, Alaska 20014
Total consumption , natural gas , Alaska ,2001,3,2962.155, Alaska 20013
Total consumption , natural gas , Alaska ,2001,2,2832.654, Alaska 20012
Total consumption , natural gas , Alaska ,2001,1,3189.447, Alaska 20011
Total consumption , natural gas , Arizona ,2017,7,33913.465, Arizona 20177
Total consumption , natural gas , Arizona ,2017,6,27445.36, Arizona 20176
Total consumption , natural gas , Arizona ,2017,5,18957.554, Arizona 20175
Total consumption , natural gas , Arizona ,2017,4,14144.642, Arizona 20174
Total consumption , natural gas , Arizona ,2017,3,7550.449, Arizona 20173
Total consumption , natural gas , Arizona ,2017,2,5345.516, Arizona 20172
Total consumption , natural gas , Arizona ,2017,1,9459.378, Arizona 20171
Total consumption , natural gas , Arizona ,2016,12,9576.97, Arizona 201612
Total consumption , natural gas , Arizona ,2016,11,12144.876, Arizona 201611
Total consumption , natural gas , Arizona ,2016,10,20806.266, Arizona 201610
Total consumption , natural gas , Arizona ,2016,9,28592.504, Arizona 20169
Total consumption , natural gas , Arizona ,2016,8,36059.284, Arizona 20168
Total consumption , natural gas , Arizona ,2016,7,36512.216, Arizona 20167
Total consumption , natural gas , Arizona ,2016,6,31062.737, Arizona 20166
Total consumption , natural gas , Arizona ,2016,5,20259.812, Arizona 20165
Total consumption , natural gas , Arizona ,2016,4,18622.718, Arizona 20164
Total consumption , natural gas , Arizona ,2016,3,14133.97, Arizona 20163
Total consumption , natural gas , Arizona ,2016,2,12549.881, Arizona 20162
Total consumption , natural gas , Arizona ,2016,1,15271.299, Arizona 20161
Total consumption , natural gas , Arizona ,2015,12,17489.22, Arizona 201512
Total consumption , natural gas , Arizona ,2015,11,17648.152, Arizona 201511
Total consumption , natural gas , Arizona ,2015,10,24377.164, Arizona 201510
Total consumption , natural gas , Arizona ,2015,9,30919.147, Arizona 20159
Total consumption , natural gas , Arizona ,2015,8,38045.139, Arizona 20158
Total consumption , natural gas , Arizona ,2015,7,33639.689, Arizona 20157
Total consumption , natural gas , Arizona ,2015,6,30515.503, Arizona 20156
Total consumption , natural gas , Arizona ,2015,5,13127.436, Arizona 20155
Total consumption , natural gas , Arizona ,2015,4,13275.825, Arizona 20154
Total consumption , natural gas , Arizona ,2015,3,9359.822, Arizona 20153
Total consumption , natural gas , Arizona ,2015,2,8647.594, Arizona 20152
Total consumption , natural gas , Arizona ,2015,1,11324.161, Arizona 20151
Total consumption , natural gas , Arizona ,2014,12,9510.359, Arizona 201412
Total consumption , natural gas , Arizona ,2014,11,14174.833, Arizona 201411
Total consumption , natural gas , Arizona ,2014,10,19861.498, Arizona 201410
Total consumption , natural gas , Arizona ,2014,9,27212.186, Arizona 20149
Total consumption , natural gas , Arizona ,2014,8,29902.795, Arizona 20148
Total consumption , natural gas , Arizona ,2014,7,31950.082, Arizona 20147
Total consumption , natural gas , Arizona ,2014,6,22798.834, Arizona 20146
Total consumption , natural gas , Arizona ,2014,5,14062.053, Arizona 20145
Total consumption , natural gas , Arizona ,2014,4,9438.757, Arizona 20144
Total consumption , natural gas , Arizona ,2014,3,5743.737, Arizona 20143
Total consumption , natural gas , Arizona ,2014,2,10275.595, Arizona 20142
Total consumption , natural gas , Arizona ,2014,1,10766.568, Arizona 20141
Total consumption , natural gas , Arizona ,2013,12,18509.003, Arizona 201312
Total consumption , natural gas , Arizona ,2013,11,11973.799, Arizona 201311
Total consumption , natural gas , Arizona ,2013,10,15398.5, Arizona 201310
Total consumption , natural gas , Arizona ,2013,9,26901.732, Arizona 20139
Total consumption , natural gas , Arizona ,2013,8,35253.938, Arizona 20138
Total consumption , natural gas , Arizona ,2013,7,35134.32, Arizona 20137
Total consumption , natural gas , Arizona ,2013,6,25794.086, Arizona 20136
Total consumption , natural gas , Arizona ,2013,5,11627.916, Arizona 20135
Total consumption , natural gas , Arizona ,2013,4,12786.774, Arizona 20134
Total consumption , natural gas , Arizona ,2013,3,9255.008, Arizona 20133
Total consumption , natural gas , Arizona ,2013,2,8874.057, Arizona 20132
Total consumption , natural gas , Arizona ,2013,1,11475.899, Arizona 20131
Total consumption , natural gas , Arizona ,2012,12,7054.418, Arizona 201212
Total consumption , natural gas , Arizona ,2012,11,8550.375, Arizona 201211
Total consumption , natural gas , Arizona ,2012,10,19456.938, Arizona 201210
Total consumption , natural gas , Arizona ,2012,9,25390.667, Arizona 20129
Total consumption , natural gas , Arizona ,2012,8,35176.542, Arizona 20128
Total consumption , natural gas , Arizona ,2012,7,29721.924, Arizona 20127
Total consumption , natural gas , Arizona ,2012,6,25081.988, Arizona 20126
Total consumption , natural gas , Arizona ,2012,5,16741.791, Arizona 20125
Total consumption , natural gas , Arizona ,2012,4,17556.217, Arizona 20124
Total consumption , natural gas , Arizona ,2012,3,15875.814, Arizona 20123
Total consumption , natural gas , Arizona ,2012,2,15085.457, Arizona 20122
Total consumption , natural gas , Arizona ,2012,1,13125.545, Arizona 20121
Total consumption , natural gas , Arizona ,2011,12,9368.662, Arizona 201112
Total consumption , natural gas , Arizona ,2011,11,11626.525, Arizona 201111
Total consumption , natural gas , Arizona ,2011,10,16840.818, Arizona 201110
Total consumption , natural gas , Arizona ,2011,9,21994.181, Arizona 20119
Total consumption , natural gas , Arizona ,2011,8,31547.066, Arizona 20118
Total consumption , natural gas , Arizona ,2011,7,25648.439, Arizona 20117
Total consumption , natural gas , Arizona ,2011,6,16714.582, Arizona 20116
Total consumption , natural gas , Arizona ,2011,5,8378.593, Arizona 20115
Total consumption , natural gas , Arizona ,2011,4,11340.142, Arizona 20114
Total consumption , natural gas , Arizona ,2011,3,6239.233, Arizona 20113
Total consumption , natural gas , Arizona ,2011,2,9602.055, Arizona 20112
Total consumption , natural gas , Arizona ,2011,1,11665.63, Arizona 20111
Total consumption , natural gas , Arizona ,2010,12,12933.872, Arizona 201012
Total consumption , natural gas , Arizona ,2010,11,15010.391, Arizona 201011
Total consumption , natural gas , Arizona ,2010,10,22023.749, Arizona 201010
Total consumption , natural gas , Arizona ,2010,9,27946.221, Arizona 20109
Total consumption , natural gas , Arizona ,2010,8,33648.867, Arizona 20108
Total consumption , natural gas , Arizona ,2010,7,31989.598, Arizona 20107
Total consumption , natural gas , Arizona ,2010,6,21044.635, Arizona 20106
Total consumption , natural gas , Arizona ,2010,5,12327.357, Arizona 20105
Total consumption , natural gas , Arizona ,2010,4,15326.331, Arizona 20104
Total consumption , natural gas , Arizona ,2010,3,13644.165, Arizona 20103
Total consumption , natural gas , Arizona ,2010,2,9482.263, Arizona 20102
Total consumption , natural gas , Arizona ,2010,1,9052.711, Arizona 20101
Total consumption , natural gas , Arizona ,2009,12,15039.119, Arizona 200912
Total consumption , natural gas , Arizona ,2009,11,15914.164, Arizona 200911
Total consumption , natural gas , Arizona ,2009,10,23705.777, Arizona 200910
Total consumption , natural gas , Arizona ,2009,9,29934.507, Arizona 20099
Total consumption , natural gas , Arizona ,2009,8,36612.564, Arizona 20098
Total consumption , natural gas , Arizona ,2009,7,38981.022, Arizona 20097
Total consumption , natural gas , Arizona ,2009,6,21103.554, Arizona 20096
Total consumption , natural gas , Arizona ,2009,5,24652.044, Arizona 20095
Total consumption , natural gas , Arizona ,2009,4,15352.725, Arizona 20094
Total consumption , natural gas , Arizona ,2009,3,13533.199, Arizona 20093
Total consumption , natural gas , Arizona ,2009,2,13960.565, Arizona 20092
Total consumption , natural gas , Arizona ,2009,1,13115.077, Arizona 20091
Total consumption , natural gas , Arizona ,2008,12,18623.385, Arizona 200812
Total consumption , natural gas , Arizona ,2008,11,16681.336, Arizona 200811
Total consumption , natural gas , Arizona ,2008,10,24778.87, Arizona 200810
Total consumption , natural gas , Arizona ,2008,9,30602.638, Arizona 20089
Total consumption , natural gas , Arizona ,2008,8,35815.078, Arizona 20088
Total consumption , natural gas , Arizona ,2008,7,34637.484, Arizona 20087
Total consumption , natural gas , Arizona ,2008,6,27978.191, Arizona 20086
Total consumption , natural gas , Arizona ,2008,5,18871.168, Arizona 20085
Total consumption , natural gas , Arizona ,2008,4,20820.792, Arizona 20084
Total consumption , natural gas , Arizona ,2008,3,12450.826, Arizona 20083
Total consumption , natural gas , Arizona ,2008,2,18590.902, Arizona 20082
Total consumption , natural gas , Arizona ,2008,1,23966.215, Arizona 20081
Total consumption , natural gas , Arizona ,2007,12,22894.092, Arizona 200712
Total consumption , natural gas , Arizona ,2007,11,20660.694, Arizona 200711
Total consumption , natural gas , Arizona ,2007,10,24193.638, Arizona 200710
Total consumption , natural gas , Arizona ,2007,9,29492.399, Arizona 20079
Total consumption , natural gas , Arizona ,2007,8,36053.185, Arizona 20078
Total consumption , natural gas , Arizona ,2007,7,38830.034, Arizona 20077
Total consumption , natural gas , Arizona ,2007,6,30812.746, Arizona 20076
Total consumption , natural gas , Arizona ,2007,5,23429.543, Arizona 20075
Total consumption , natural gas , Arizona ,2007,4,13843.381, Arizona 20074
Total consumption , natural gas , Arizona ,2007,3,7508.807, Arizona 20073
Total consumption , natural gas , Arizona ,2007,2,13872.868, Arizona 20072
Total consumption , natural gas , Arizona ,2007,1,18565.031, Arizona 20071
Total consumption , natural gas , Arizona ,2006,12,17553.5847, Arizona 200612
Total consumption , natural gas , Arizona ,2006,11,17806.363, Arizona 200611
Total consumption , natural gas , Arizona ,2006,10,27279.30563, Arizona 200610
Total consumption , natural gas , Arizona ,2006,9,26270.14463, Arizona 20069
Total consumption , natural gas , Arizona ,2006,8,32299.90531, Arizona 20068
Total consumption , natural gas , Arizona ,2006,7,30470.37678, Arizona 20067
Total consumption , natural gas , Arizona ,2006,6,25899.08665, Arizona 20066
Total consumption , natural gas , Arizona ,2006,5,16912.75342, Arizona 20065
Total consumption , natural gas , Arizona ,2006,4,14247.84242, Arizona 20064
Total consumption , natural gas , Arizona ,2006,3,12285.54986, Arizona 20063
Total consumption , natural gas , Arizona ,2006,2,12938.67803, Arizona 20062
Total consumption , natural gas , Arizona ,2006,1,14182.54061, Arizona 20061
Total consumption , natural gas , Arizona ,2005,12,17198.77233, Arizona 200512
Total consumption , natural gas , Arizona ,2005,11,16475.27952, Arizona 200511
Total consumption , natural gas , Arizona ,2005,10,19429.97374, Arizona 200510
Total consumption , natural gas , Arizona ,2005,9,22217.98501, Arizona 20059
Total consumption , natural gas , Arizona ,2005,8,30522.70333, Arizona 20058
Total consumption , natural gas , Arizona ,2005,7,30884.92047, Arizona 20057
Total consumption , natural gas , Arizona ,2005,6,18874.65214, Arizona 20056
Total consumption , natural gas , Arizona ,2005,5,17037.69925, Arizona 20055
Total consumption , natural gas , Arizona ,2005,4,13303.13433, Arizona 20054
Total consumption , natural gas , Arizona ,2005,3,8393.8143, Arizona 20053
Total consumption , natural gas , Arizona ,2005,2,11589.0059, Arizona 20052
Total consumption , natural gas , Arizona ,2005,1,11557.22171, Arizona 20051
Total consumption , natural gas , Arizona ,2004,12,13655.94063, Arizona 200412
Total consumption , natural gas , Arizona ,2004,11,15539.56569, Arizona 200411
Total consumption , natural gas , Arizona ,2004,10,18066.36156, Arizona 200410
Total consumption , natural gas , Arizona ,2004,9,23051.40536, Arizona 20049
Total consumption , natural gas , Arizona ,2004,8,28858.56448, Arizona 20048
Total consumption , natural gas , Arizona ,2004,7,31355.29115, Arizona 20047
Total consumption , natural gas , Arizona ,2004,6,24958.87125, Arizona 20046
Total consumption , natural gas , Arizona ,2004,5,21410.7576, Arizona 20045
Total consumption , natural gas , Arizona ,2004,4,17527.63383, Arizona 20044
Total consumption , natural gas , Arizona ,2004,3,17044.06894, Arizona 20043
Total consumption , natural gas , Arizona ,2004,2,16930.50318, Arizona 20042
Total consumption , natural gas , Arizona ,2004,1,11922.2955, Arizona 20041
Total consumption , natural gas , Arizona ,2003,12,7252.796, Arizona 200312
Total consumption , natural gas , Arizona ,2003,11,10442.186, Arizona 200311
Total consumption , natural gas , Arizona ,2003,10,19805.679, Arizona 200310
Total consumption , natural gas , Arizona ,2003,9,21366.85, Arizona 20039
Total consumption , natural gas , Arizona ,2003,8,26820.853, Arizona 20038
Total consumption , natural gas , Arizona ,2003,7,24698.381, Arizona 20037
Total consumption , natural gas , Arizona ,2003,6,12182.48, Arizona 20036
Total consumption , natural gas , Arizona ,2003,5,8750.186, Arizona 20035
Total consumption , natural gas , Arizona ,2003,4,9659.755, Arizona 20034
Total consumption , natural gas , Arizona ,2003,3,11951.167, Arizona 20033
Total consumption , natural gas , Arizona ,2003,2,9176.615, Arizona 20032
Total consumption , natural gas , Arizona ,2003,1,8033.336, Arizona 20031
Total consumption , natural gas , Arizona ,2002,12,12130.879, Arizona 200212
Total consumption , natural gas , Arizona ,2002,11,11510.411, Arizona 200211
Total consumption , natural gas , Arizona ,2002,10,14354.155, Arizona 200210
Total consumption , natural gas , Arizona ,2002,9,16847.401, Arizona 20029
Total consumption , natural gas , Arizona ,2002,8,17996.129, Arizona 20028
Total consumption , natural gas , Arizona ,2002,7,19304.859, Arizona 20027
Total consumption , natural gas , Arizona ,2002,6,12579.258, Arizona 20026
Total consumption , natural gas , Arizona ,2002,5,9244.955, Arizona 20025
Total consumption , natural gas , Arizona ,2002,4,7964.44, Arizona 20024
Total consumption , natural gas , Arizona ,2002,3,9125.286, Arizona 20023
Total consumption , natural gas , Arizona ,2002,2,7902.488, Arizona 20022
Total consumption , natural gas , Arizona ,2002,1,6385.567, Arizona 20021
Total consumption , natural gas , Arizona ,2001,12,8910.026, Arizona 200112
Total consumption , natural gas , Arizona ,2001,11,6852.574, Arizona 200111
Total consumption , natural gas , Arizona ,2001,10,9807.603, Arizona 200110
Total consumption , natural gas , Arizona ,2001,9,10114.57, Arizona 20019
Total consumption , natural gas , Arizona ,2001,8,12373.374, Arizona 20018
Total consumption , natural gas , Arizona ,2001,7,13635.918, Arizona 20017
Total consumption , natural gas , Arizona ,2001,6,12611.253, Arizona 20016
Total consumption , natural gas , Arizona ,2001,5,14944.462, Arizona 20015
Total consumption , natural gas , Arizona ,2001,4,11728.791, Arizona 20014
Total consumption , natural gas , Arizona ,2001,3,10723.284, Arizona 20013
Total consumption , natural gas , Arizona ,2001,2,10178.3, Arizona 20012
Total consumption , natural gas , Arizona ,2001,1,7206.117, Arizona 20011
Total consumption , natural gas , Arkansas ,2017,7,14985.293, Arkansas 20177
Total consumption , natural gas , Arkansas ,2017,6,11928.585, Arkansas 20176
Total consumption , natural gas , Arkansas ,2017,5,11709.497, Arkansas 20175
Total consumption , natural gas , Arkansas ,2017,4,10483.942, Arkansas 20174
Total consumption , natural gas , Arkansas ,2017,3,9546.968, Arkansas 20173
Total consumption , natural gas , Arkansas ,2017,2,6362.35, Arkansas 20172
