Category,State,Year,Month,Value (thousand Megawatthours),state_year_month
Net generation  all solar , Indiana ,2014,7,11.79712, Indiana 20147
Net generation  all solar , Indiana ,2014,6,12.55214, Indiana 20146
Net generation  all solar , Indiana ,2014,5,10.53391, Indiana 20145
Net generation  all solar , Indiana ,2014,4,8.95937, Indiana 20144
Net generation  all solar , Indiana ,2014,3,7.68229, Indiana 20143
Net generation  all solar , Indiana ,2014,2,4.33263, Indiana 20142
Net generation  all solar , Indiana ,2014,1,3.9051, Indiana 20141
Net generation  all solar , Iowa ,2017,7,0, Iowa 20177
Net generation  all solar , Iowa ,2017,6,0, Iowa 20176
Net generation  all solar , Iowa ,2017,5,0, Iowa 20175
Net generation  all solar , Iowa ,2017,4,0, Iowa 20174
Net generation  all solar , Iowa ,2017,3,0, Iowa 20173
Net generation  all solar , Iowa ,2017,2,0, Iowa 20172
Net generation  all solar , Iowa ,2017,1,0, Iowa 20171
Net generation  all solar , Iowa ,2016,12,0, Iowa 201612
Net generation  all solar , Iowa ,2016,11,0, Iowa 201611
Net generation  all solar , Iowa ,2016,10,4.3282, Iowa 201610
Net generation  all solar , Iowa ,2016,9,5.39192, Iowa 20169
Net generation  all solar , Iowa ,2016,8,5.82936, Iowa 20168
Net generation  all solar , Iowa ,2016,7,6.22655, Iowa 20167
Net generation  all solar , Iowa ,2016,6,5.75958, Iowa 20166
Net generation  all solar , Iowa ,2016,5,5.65993, Iowa 20165
Net generation  all solar , Iowa ,2016,4,5.18552, Iowa 20164
Net generation  all solar , Iowa ,2016,3,4.48525, Iowa 20163
Net generation  all solar , Iowa ,2016,2,3.42495, Iowa 20162
Net generation  all solar , Iowa ,2016,1,2.598, Iowa 20161
Net generation  all solar , Iowa ,2015,12,2.23707, Iowa 201512
Net generation  all solar , Iowa ,2015,11,2.49939, Iowa 201511
Net generation  all solar , Iowa ,2015,10,3.24073, Iowa 201510
Net generation  all solar , Iowa ,2015,9,4.0627, Iowa 20159
Net generation  all solar , Iowa ,2015,8,4.44336, Iowa 20158
Net generation  all solar , Iowa ,2015,7,4.69357, Iowa 20157
Net generation  all solar , Iowa ,2015,6,4.31326, Iowa 20156
Net generation  all solar , Iowa ,2015,5,4.20519, Iowa 20155
Net generation  all solar , Iowa ,2015,4,3.83927, Iowa 20154
Net generation  all solar , Iowa ,2015,3,3.38028, Iowa 20153
Net generation  all solar , Iowa ,2015,2,2.29554, Iowa 20152
Net generation  all solar , Iowa ,2015,1,1.82243, Iowa 20151
Net generation  all solar , Iowa ,2014,12,1.68967, Iowa 201412
Net generation  all solar , Iowa ,2014,11,1.98804, Iowa 201411
Net generation  all solar , Iowa ,2014,10,2.50547, Iowa 201410
Net generation  all solar , Iowa ,2014,9,2.78996, Iowa 20149
Net generation  all solar , Iowa ,2014,8,2.80619, Iowa 20148
Net generation  all solar , Iowa ,2014,7,2.77841, Iowa 20147
Net generation  all solar , Iowa ,2014,6,2.37633, Iowa 20146
Net generation  all solar , Iowa ,2014,5,2.17221, Iowa 20145
Net generation  all solar , Iowa ,2014,4,1.88697, Iowa 20144
Net generation  all solar , Iowa ,2014,3,1.58858, Iowa 20143
Net generation  all solar , Iowa ,2014,2,1.03386, Iowa 20142
Net generation  all solar , Iowa ,2014,1,0.78136, Iowa 20141
Net generation  all solar , Kansas ,2017,7,0, Kansas 20177
Net generation  all solar , Kansas ,2017,6,1.67016, Kansas 20176
Net generation  all solar , Kansas ,2017,5,1.58646, Kansas 20175
Net generation  all solar , Kansas ,2017,4,1.44077, Kansas 20174
Net generation  all solar , Kansas ,2017,3,1.26129, Kansas 20173
Net generation  all solar , Kansas ,2017,2,0.97333, Kansas 20172
Net generation  all solar , Kansas ,2017,1,0.81642, Kansas 20171
Net generation  all solar , Kansas ,2016,12,0, Kansas 201612
Net generation  all solar , Kansas ,2016,11,0, Kansas 201611
Net generation  all solar , Kansas ,2016,10,0, Kansas 201610
Net generation  all solar , Kansas ,2016,9,0, Kansas 20169
Net generation  all solar , Kansas ,2016,8,0, Kansas 20168
Net generation  all solar , Kansas ,2016,7,0, Kansas 20167
Net generation  all solar , Kansas ,2016,6,0, Kansas 20166
Net generation  all solar , Kansas ,2016,5,0, Kansas 20165
Net generation  all solar , Kansas ,2016,4,0, Kansas 20164
Net generation  all solar , Kansas ,2016,3,0, Kansas 20163
Net generation  all solar , Kansas ,2016,2,0, Kansas 20162
Net generation  all solar , Kansas ,2016,1,0, Kansas 20161
Net generation  all solar , Kansas ,2015,12,0.42398, Kansas 201512
Net generation  all solar , Kansas ,2015,11,0.46279, Kansas 201511
Net generation  all solar , Kansas ,2015,10,0.5204, Kansas 201510
Net generation  all solar , Kansas ,2015,9,0.5923, Kansas 20159
Net generation  all solar , Kansas ,2015,8,0.67878, Kansas 20158
Net generation  all solar , Kansas ,2015,7,0.68632, Kansas 20157
Net generation  all solar , Kansas ,2015,6,0.64051, Kansas 20156
Net generation  all solar , Kansas ,2015,5,0.62071, Kansas 20155
Net generation  all solar , Kansas ,2015,4,0.57869, Kansas 20154
Net generation  all solar , Kansas ,2015,3,0.51227, Kansas 20153
Net generation  all solar , Kansas ,2015,2,0.38441, Kansas 20152
Net generation  all solar , Kansas ,2015,1,0.25493, Kansas 20151
Net generation  all solar , Kansas ,2014,12,0.229, Kansas 201412
Net generation  all solar , Kansas ,2014,11,0.23842, Kansas 201411
Net generation  all solar , Kansas ,2014,10,0.26567, Kansas 201410
Net generation  all solar , Kansas ,2014,9,0.30249, Kansas 20149
Net generation  all solar , Kansas ,2014,8,0.33573, Kansas 20148
Net generation  all solar , Kansas ,2014,7,0.33211, Kansas 20147
Net generation  all solar , Kansas ,2014,6,0.30368, Kansas 20146
Net generation  all solar , Kansas ,2014,5,0.26071, Kansas 20145
Net generation  all solar , Kansas ,2014,4,0.22907, Kansas 20144
Net generation  all solar , Kansas ,2014,3,0.20099, Kansas 20143
Net generation  all solar , Kansas ,2014,2,0.15578, Kansas 20142
Net generation  all solar , Kansas ,2014,1,0.13954, Kansas 20141
Net generation  all solar , Kentucky ,2017,7,4.59246, Kentucky 20177
Net generation  all solar , Kentucky ,2017,6,4.86202, Kentucky 20176
Net generation  all solar , Kentucky ,2017,5,4.38346, Kentucky 20175
Net generation  all solar , Kentucky ,2017,4,3.62278, Kentucky 20174
Net generation  all solar , Kentucky ,2017,3,3.22491, Kentucky 20173
Net generation  all solar , Kentucky ,2017,2,2.41147, Kentucky 20172
Net generation  all solar , Kentucky ,2017,1,1.54086, Kentucky 20171
Net generation  all solar , Kentucky ,2016,12,1.72419, Kentucky 201612
Net generation  all solar , Kentucky ,2016,11,2.29391, Kentucky 201611
Net generation  all solar , Kentucky ,2016,10,2.99486, Kentucky 201610
Net generation  all solar , Kentucky ,2016,9,3.48579, Kentucky 20169
Net generation  all solar , Kentucky ,2016,8,3.7408, Kentucky 20168
Net generation  all solar , Kentucky ,2016,7,3.76377, Kentucky 20167
Net generation  all solar , Kentucky ,2016,6,4.09309, Kentucky 20166
Net generation  all solar , Kentucky ,2016,5,1.80343, Kentucky 20165
Net generation  all solar , Kentucky ,2016,4,1.60791, Kentucky 20164
Net generation  all solar , Kentucky ,2016,3,1.37613, Kentucky 20163
Net generation  all solar , Kentucky ,2016,2,1.06988, Kentucky 20162
Net generation  all solar , Kentucky ,2016,1,0.89595, Kentucky 20161
Net generation  all solar , Kentucky ,2015,12,0.72986, Kentucky 201512
Net generation  all solar , Kentucky ,2015,11,0.86898, Kentucky 201511
Net generation  all solar , Kentucky ,2015,10,1.12175, Kentucky 201510
Net generation  all solar , Kentucky ,2015,9,1.27315, Kentucky 20159
Net generation  all solar , Kentucky ,2015,8,1.46741, Kentucky 20158
Net generation  all solar , Kentucky ,2015,7,1.4741, Kentucky 20157
Net generation  all solar , Kentucky ,2015,6,1.46589, Kentucky 20156
Net generation  all solar , Kentucky ,2015,5,1.43977, Kentucky 20155
Net generation  all solar , Kentucky ,2015,4,1.2906, Kentucky 20154
Net generation  all solar , Kentucky ,2015,3,1.13221, Kentucky 20153
Net generation  all solar , Kentucky ,2015,2,0.8493, Kentucky 20152
Net generation  all solar , Kentucky ,2015,1,0.73994, Kentucky 20151
Net generation  all solar , Kentucky ,2014,12,0.65652, Kentucky 201412
Net generation  all solar , Kentucky ,2014,11,0.79026, Kentucky 201411
Net generation  all solar , Kentucky ,2014,10,1.01986, Kentucky 201410
Net generation  all solar , Kentucky ,2014,9,1.15526, Kentucky 20149
Net generation  all solar , Kentucky ,2014,8,1.3384, Kentucky 20148
Net generation  all solar , Kentucky ,2014,7,1.33724, Kentucky 20147
Net generation  all solar , Kentucky ,2014,6,1.33284, Kentucky 20146
Net generation  all solar , Kentucky ,2014,5,1.31105, Kentucky 20145
Net generation  all solar , Kentucky ,2014,4,1.18192, Kentucky 20144
Net generation  all solar , Kentucky ,2014,3,1.04016, Kentucky 20143
Net generation  all solar , Kentucky ,2014,2,0.77942, Kentucky 20142
Net generation  all solar , Kentucky ,2014,1,0.68295, Kentucky 20141
Net generation  all solar , Louisiana ,2017,7,20.94521, Louisiana 20177
Net generation  all solar , Louisiana ,2017,6,20.81548, Louisiana 20176
Net generation  all solar , Louisiana ,2017,5,21.87228, Louisiana 20175
Net generation  all solar , Louisiana ,2017,4,20.47256, Louisiana 20174
Net generation  all solar , Louisiana ,2017,3,18.27272, Louisiana 20173
Net generation  all solar , Louisiana ,2017,2,14.0929, Louisiana 20172
Net generation  all solar , Louisiana ,2017,1,13.16823, Louisiana 20171
Net generation  all solar , Louisiana ,2016,12,12.55207, Louisiana 201612
Net generation  all solar , Louisiana ,2016,11,14.00796, Louisiana 201611
Net generation  all solar , Louisiana ,2016,10,16.30086, Louisiana 201610
Net generation  all solar , Louisiana ,2016,9,16.59656, Louisiana 20169
Net generation  all solar , Louisiana ,2016,8,18.84004, Louisiana 20168
Net generation  all solar , Louisiana ,2016,7,19.06762, Louisiana 20167
Net generation  all solar , Louisiana ,2016,6,18.84039, Louisiana 20166
Net generation  all solar , Louisiana ,2016,5,19.59851, Louisiana 20165
Net generation  all solar , Louisiana ,2016,4,18.24577, Louisiana 20164
Net generation  all solar , Louisiana ,2016,3,16.08857, Louisiana 20163
Net generation  all solar , Louisiana ,2016,2,12.5762, Louisiana 20162
Net generation  all solar , Louisiana ,2016,1,11.45094, Louisiana 20161
Net generation  all solar , Louisiana ,2015,12,11.2331, Louisiana 201512
Net generation  all solar , Louisiana ,2015,11,12.4777, Louisiana 201511
Net generation  all solar , Louisiana ,2015,10,14.81493, Louisiana 201510
Net generation  all solar , Louisiana ,2015,9,13.52124, Louisiana 20159
Net generation  all solar , Louisiana ,2015,8,15.19962, Louisiana 20158
Net generation  all solar , Louisiana ,2015,7,14.95348, Louisiana 20157
Net generation  all solar , Louisiana ,2015,6,14.38357, Louisiana 20156
Net generation  all solar , Louisiana ,2015,5,14.51361, Louisiana 20155
Net generation  all solar , Louisiana ,2015,4,13.4186, Louisiana 20154
Net generation  all solar , Louisiana ,2015,3,11.8871, Louisiana 20153
Net generation  all solar , Louisiana ,2015,2,8.83049, Louisiana 20152
Net generation  all solar , Louisiana ,2015,1,8.15421, Louisiana 20151
Net generation  all solar , Louisiana ,2014,12,8.01003, Louisiana 201412
Net generation  all solar , Louisiana ,2014,11,8.31269, Louisiana 201411
Net generation  all solar , Louisiana ,2014,10,9.39015, Louisiana 201410
Net generation  all solar , Louisiana ,2014,9,9.49767, Louisiana 20149
Net generation  all solar , Louisiana ,2014,8,10.89834, Louisiana 20148
Net generation  all solar , Louisiana ,2014,7,10.11441, Louisiana 20147
Net generation  all solar , Louisiana ,2014,6,9.85445, Louisiana 20146
Net generation  all solar , Louisiana ,2014,5,10.03614, Louisiana 20145
Net generation  all solar , Louisiana ,2014,4,9.0491, Louisiana 20144
Net generation  all solar , Louisiana ,2014,3,7.66719, Louisiana 20143
Net generation  all solar , Louisiana ,2014,2,5.628, Louisiana 20142
Net generation  all solar , Louisiana ,2014,1,5.09209, Louisiana 20141
Net generation  all solar , Maine ,2017,7,4.35717, Maine 20177
Net generation  all solar , Maine ,2017,6,4.18417, Maine 20176
Net generation  all solar , Maine ,2017,5,4.16787, Maine 20175
Net generation  all solar , Maine ,2017,4,3.78569, Maine 20174
Net generation  all solar , Maine ,2017,3,3.28822, Maine 20173
Net generation  all solar , Maine ,2017,2,2.41837, Maine 20172
Net generation  all solar , Maine ,2017,1,2.14653, Maine 20171
Net generation  all solar , Maine ,2016,12,1.82189, Maine 201612
Net generation  all solar , Maine ,2016,11,1.58804, Maine 201611
Net generation  all solar , Maine ,2016,10,2.16394, Maine 201610
Net generation  all solar , Maine ,2016,9,2.80399, Maine 20169
Net generation  all solar , Maine ,2016,8,3.16648, Maine 20168
Net generation  all solar , Maine ,2016,7,3.19053, Maine 20167
Net generation  all solar , Maine ,2016,6,2.99024, Maine 20166
Net generation  all solar , Maine ,2016,5,3.00682, Maine 20165
Net generation  all solar , Maine ,2016,4,2.78275, Maine 20164
Net generation  all solar , Maine ,2016,3,2.40512, Maine 20163
Net generation  all solar , Maine ,2016,2,1.81735, Maine 20162
Net generation  all solar , Maine ,2016,1,1.5756, Maine 20161
Net generation  all solar , Maine ,2015,12,1.29318, Maine 201512
Net generation  all solar , Maine ,2015,11,1.17031, Maine 201511
Net generation  all solar , Maine ,2015,10,1.59857, Maine 201510
Net generation  all solar , Maine ,2015,9,2.04183, Maine 20159
Net generation  all solar , Maine ,2015,8,2.02724, Maine 20158
Net generation  all solar , Maine ,2015,7,2.02499, Maine 20157
Net generation  all solar , Maine ,2015,6,1.86906, Maine 20156
Net generation  all solar , Maine ,2015,5,1.85193, Maine 20155
Net generation  all solar , Maine ,2015,4,1.67924, Maine 20154
Net generation  all solar , Maine ,2015,3,1.47926, Maine 20153
Net generation  all solar , Maine ,2015,2,1.04704, Maine 20152
Net generation  all solar , Maine ,2015,1,0.92857, Maine 20151
Net generation  all solar , Maine ,2014,12,0.84778, Maine 201412
Net generation  all solar , Maine ,2014,11,0.73821, Maine 201411
Net generation  all solar , Maine ,2014,10,1.01428, Maine 201410
Net generation  all solar , Maine ,2014,9,1.31136, Maine 20149
Net generation  all solar , Maine ,2014,8,1.49274, Maine 20148
Net generation  all solar , Maine ,2014,7,1.44527, Maine 20147
Net generation  all solar , Maine ,2014,6,1.33813, Maine 20146
Net generation  all solar , Maine ,2014,5,1.34491, Maine 20145
Net generation  all solar , Maine ,2014,4,1.21548, Maine 20144
Net generation  all solar , Maine ,2014,3,1.07248, Maine 20143
Net generation  all solar , Maine ,2014,2,0.78939, Maine 20142
Net generation  all solar , Maine ,2014,1,0.71952, Maine 20141
Net generation  all solar , Maryland ,2017,7,125.24521, Maryland 20177
Net generation  all solar , Maryland ,2017,6,129.50606, Maryland 20176
Net generation  all solar , Maryland ,2017,5,115.20774, Maryland 20175
Net generation  all solar , Maryland ,2017,4,105.80085, Maryland 20174
Net generation  all solar , Maryland ,2017,3,97.40843, Maryland 20173
Net generation  all solar , Maryland ,2017,2,68.92221, Maryland 20172
Net generation  all solar , Maryland ,2017,1,53.53323, Maryland 20171
Net generation  all solar , Maryland ,2016,12,53.23429, Maryland 201612
Net generation  all solar , Maryland ,2016,11,60.73642, Maryland 201611
Net generation  all solar , Maryland ,2016,10,79.12117, Maryland 201610
Net generation  all solar , Maryland ,2016,9,85.04378, Maryland 20169
Net generation  all solar , Maryland ,2016,8,99.87725, Maryland 20168
Net generation  all solar , Maryland ,2016,7,103.69882, Maryland 20167
